Codi_centre;Denominació_completa;Adreça;Telèfon;E-mail_centre;Nom_municipi;Nom_comarca;Codi_SSTT
17008584;CEE Les Basses;c. Tossal de les Creus, s/n;973470576;b7008584@xtec.cat;;;0
17008596;Escola Bressol Municipal de Pardinyes;p. Gaudí, 1;973263906;b7008596@xtec.cat;;;0
17008602;Escola Bressol Municipal Magraners;c. Lleida, 2-6;973788199;b7008602@xtec.cat;;;0
17008638;Escola Bressol Municipal El Rellotge;c. Escoles, 1 i 3;973272472;b7008638@xtec.cat;;;0
17008641;Escola Bressol Municipal Bordeta;c. Mola, 6;973483943;b7008641@xtec.cat;;;0
17008651;Escola Bressol Municipal Cappont;c. dels Estudis, s/n;973222980;b7008651@xtec.cat;;;0
17008675;Escola Bressol Municipal Suchs;av. Catalunya, 40;973676274;b7008675@xtec.cat;;;0
17008687;Llar d'infants del Secà de Sant Pere;c. Rossend Vigata, s/n;973268318;b7008687@xtec.cat;;;0
17008742;Institut Morelló;c. Sant Ramon, 16;973236497;b7008742@xtec.cat;;;0
17008754;Llar d'infants Les Garrigues;ctra. Montsonis, s/n;973677893;b7008754@xtec.cat;;;0
17008766;Llar d'infants Sant Pau;c. de la Mare de Déu;671510064;b7008766@xtec.cat;;;0
17008778;Llar d'infants de Belianes;c. Nou, s/n;973681590;b7008778@xtec.cat;;;0
17008781;Llar d'infants Mairau er Audeth;c. Soldevila, s/n;977639335;b7008781@xtec.cat;;;0
17008791;Institut d'Alcarràs;c. Joan Maragall, 25;977730254;b7008791@xtec.cat;;;0
17008808;Institut Maria Rúbies;pg. Guimerà, s/n;977846176;b7008808@xtec.cat;;;0
17008821;Llar d'infants Arrel;c. Barcelona, s/n;977815001;b7008821@xtec.cat;;;0
17008845;Llar d'infants La Faldeta;c. Sanahuja, 39;977816204;b7008845@xtec.cat;;;0
17008882;LLI privada Arc Iris;c. Urgell, 94;977613006;b7008882@xtec.cat;;;0
17008894;Llar d'infants Peter Pan;Finca l'Empalme;977650323;b7008894@xtec.cat;;;0
17008900;LLI privada Sant Eloi;c. Joan Miró, 2;977456480;b7008900@xtec.cat;;;0
17008912;Institut l'Olivera;c. Ramón y Cajal, s/n;977701949;b7008912@xtec.cat;;;0
17008936;Institut de Guissona;c. Bonavista, 1;977700094;b7008936@xtec.cat;;;0
17008948;Institut Seròs;c. Domènec Cardenal, s/n;977701556;b7008948@xtec.cat;;;0
17008951;Llar d'infants Eth Cargòlh;camí del Coscollar, s/n;977701500;b7008951@xtec.cat;;;0
17008973;CFA Victorina Vila;Camí de Castellnou, 7;977671353;b7008973@xtec.cat;;;0
17008985;Escola de Dansa La Dansa Estudi;Camí de Bor, s/n;977670344;b7008985@xtec.cat;;;0
17008997;Aula Municipal de Música d'Ivars d'Urgell;pg. Urgell, 17;977435467;b7008997@xtec.cat;;;0
17009035;Escola de Dansa de Mollerussa;av. de Lleida, 15;977405114;b7009035@xtec.cat;;;0
17009047;Esc. de Música Municipal de Lleida;c. de les Escoles, 5;977887304;b7009047@xtec.cat;;;0
17009059;Institut Ermengol IV;c. Afores;977830937;b7009059@xtec.cat;;;0
17009060;LLI privada Els Minairons;c. Diagonal, s/n;977168147;b7009060@xtec.cat;;;0
17009072;Esc. de Música de Les Garrigues;c. Mare de Déu de Montserrat, 1;977462127;b7009072@xtec.cat;;;0
17009084;LLI privada El Gegant de Lleida;Finca La Pujada / Ap.Correus 84;977407464;b7009084@xtec.cat;;;0
17009096;Esc. de Música Josep Maria Llorens;c. Margalida, 2;977688352;b7009096@xtec.cat;;;0
17009102;Escola d'Almenar;av. de Sant Isidre, 14;977892175;b7009102@xtec.cat;;;0
17009114;Llar d'infants Municipal de Vilanova de Bellpuig;c. Sant Isidre, s/n;977809220;b7009114@xtec.cat;;;0
17009126;Llar d'infants Rialles;pg. Moragues, s/n;977817400;b7009126@xtec.cat;;;0
17009138;Esc. de Música L'Intèrpret;c. del Calvari, s/n;977428246;b7009138@xtec.cat;;;0
17009141;LLI privada Atrapasomnis;pl. Sant Antoni, s/n;977826571;b7009141@xtec.cat;;;0
17009151;Escola Pràctiques II;c. Major, 35;977620436;b7009151@xtec.cat;;;0
17009199;Llar d'infants L'Escoleta;pl. de Pius XII;977839457;b7009199@xtec.cat;;;0
17009205;Escola Bressol Municipal del Centre Històric;pl. Universitat, s/n;977631195;b7009205@xtec.cat;;;0
17009229;Aula Municipal de Música d'Artesa de Segre;av. Mil·lenari de Catalunya, 20;977691760;b7009229@xtec.cat;;;0
17009242;Llar d'infants Municipal d'Esterri d'Àneu;pl. de les Escoles, s/n;977160431;b7009242@xtec.cat;;;0
17009254;Institut de La Pobla de Segur;c. Calvari, s/n;977369809;b7009254@xtec.cat;;;0
17009278;Llar d'infants de Sant Martí de Riucorb;pl. de La Closa, 7;977361496;b7009278@xtec.cat;;;0
17009308;Llar d'infants de Gimenells i el Pla de la Font;c. Raval, 67;977178317;b7009308@xtec.cat;;;0
17009345;Llar d'infants de La Torre de Cabdella;pl. les Escoles, 3;977431864;b7009345@xtec.cat;;;0
17009370;A. Hospitalària Hospital Universitari Arnau de Vilanova;c. La Salud, s/n;977713265;b7009370@xtec.cat;;;0
17009394;Llar d'infants de Benavent de Segrià;av. del President Lluis Companys, 57;977521790;b7009394@xtec.cat;;;0
17009400;Llar d'infants Municipal de Solsona;c. Raval Bisbal, 42;977343289;b7009400@xtec.cat;;;0
17009412;Llar d'infants Municipal de l'Albi;pg. Professor Gimeno, 1;977421102;b7009412@xtec.cat;;;0
17009424;LLI privada L'Infant dos;ctra. de Barbens, 42;977673077;b7009424@xtec.cat;;;0
17009448;Esc. de Música Municipal de Tremp;c. Portal, 26;977473050;b7009448@xtec.cat;;;0
17009451;EFTE Centre Públic de Tècnics Esportius dera Val d'Aran;pg. de l'Esport, s/n;977870455;b7009451@xtec.cat;;;0
17009461;Escola Bressol Municipal Parc de Gardeny;c. de Barbastre, 2 (La Bordeta);977870062;b7009461@xtec.cat;;;0
17009485;Escola de La Vall de Boí - ZER Alta Ribagorça;Partida de Butsenit, 43;977831247;b7009485@xtec.cat;;;0
17009503;EOI de Tàrrega;c. Rossinyol, 2;977413610;b7009503@xtec.cat;;;0
17009515;EOI de La Seu d'Urgell;c. Santa Cecilia, s/n;977631053;b7009515@xtec.cat;;;0
17009527;CFA Balaguer;c. Cavallers, 42;977411045;b7009527@xtec.cat;;;0
17009576;CFA Joan Comorera;av. Tortosa, 86;977420185;b7009576@xtec.cat;;;0
17009606;CFA La Seu d'Urgell;pg. Onze de Setembre, 139;977420164;b7009606@xtec.cat;;;0
17009618;CFA Tàrrega;c. Anastasi Pinós, 33;977409380;b7009618@xtec.cat;;;0
17009621;A. Hospitalària Hospital de Dia Santa Maria;c. Anselm Clavé, 22;977839437;b7009621@xtec.cat;;;0
17009643;CFA Mollerussa;Partida Jensana 11;977413037;b7009643@xtec.cat;;;0
17009655;Llar d'infants Municipal d'Alfarràs Les Llavoretes;c. Vallcalent, 42;977435093;b7009655@xtec.cat;;;0
17009679;Escola Francesco Tonucci;rbla. d'Aragó, 15;977677368;b7009679@xtec.cat;;;0
17009680;Cons. de Música de Cervera;av. Catalunya, 3;977178216;b7009680@xtec.cat;;;0
17009710;Llar d'infants de La Fuliola;av. Prat de la Riba, 38;977739135;b7009710@xtec.cat;;;0
17009734;Llar d'infants Els Matxicots;c. Hostal de la Bordeta, 11 (La Bordeta);977719199;b7009734@xtec.cat;;;0
17009746;Llar d'infants Lo Tossalet;c. Democràcia, 20;977637501;b7009746@xtec.cat;;;0
17009758;Llar d'infants Parasol;c. Partida Pla de Montsó, 30;977825436;b7009758@xtec.cat;;;0
17009761;Llar d'infants de Seròs;c. del Pintor Benseny, 3;977860199;b7009761@xtec.cat;;;0
17009771;CFA Val d'Aran;c. Castella, 6;977860196;b7009771@xtec.cat;;;0
17009783;CFA Solsonès;c. Dr. Combelles, 38;977860122;b7009783@xtec.cat;;;0
17009795;Escola La Vall Fosca - ZER Pallars Jussà;c. Pau Claris, 5;977826520;b7009795@xtec.cat;;;0
17009801;Escola Parc de l'Aigua;c. Ballester, 21;977688433;b7009801@xtec.cat;;;0
17009813;Escola Mont-roig;c. Ton Sirera, s/n;977837283;b7009813@xtec.cat;;;0
17009849;Llar d'infants d'Alcarràs;c. Narcís Monturiol, 2;977400314;b7009849@xtec.cat;;;0
17009850;Esc. de Música Músics-Taller de Música;c. Eugeni d'Ors, s/n;977400123;b7009850@xtec.cat;;;0
17009862;Escola Bressol de Bellvís;ptge. Santa Isabel, 7;977840209;b7009862@xtec.cat;;;0
17009874;Llar d'infants Els Malfargats;c. La Palma, 29-33;977601644;b7009874@xtec.cat;;;0
17009898;Escola Bressol Municipal Balàfia;ctra. de Saragossa km. 464,2;977610539;b7009898@xtec.cat;;;0
17009904;Escola Bressol Municipal Gargot;Partida Caparrella, 98;977492327;b7009904@xtec.cat;;;0
17009916;Llar d'infants de Maials;c. Gran, 58 (Partida de Llívia);977426216;b7009916@xtec.cat;;;0
17009928;Esc. de Música Municipal de Solsona;ctra. d'Osca, Km 17(finca Vallfonda);977887489;b7009928@xtec.cat;;;0
17009931;Escola Parc del Saladar;c. de Suquets;977630605;b7009931@xtec.cat;;;0
17009941;Esc. de Música Pons Roselló;c. Els Banys, s/n;977439729;b7009941@xtec.cat;;;0
17009953;CFA Enric Granados;c. Pau Casals, 2;977827127;b7009953@xtec.cat;;;0
17009965;Escola La Ràpita - ZER El Jonc;ctra. de Solsona - Sant Llorenç, km. 7,5;977428307;b7009965@xtec.cat;;;0
17009977;Llar d'infants Plou i Fa Sol;c. Raval, s/n;977601716;b7009977@xtec.cat;;;0
17009989;C.Educ.Justícia El Segre;av. de la Vall d'Aran, 13;977313911;b7009989@xtec.cat;;;0
17009990;Llar d'infants Els Picotins;ctra. de Solsona, s/n;977344676;b7009990@xtec.cat;;;0
17010001;CFA Tremp;pl. Eliseo Sales, s/n;977310272;b7010001@xtec.cat;;;0
17010037;Llar d'infants d'Organyà;c. Empit del Vall, 10;977754270;b7010037@xtec.cat;;;0
17010049;LLI privada El Pati d'Alcarràs;c. Ferrer i Busquets, 17;977312593;b7010049@xtec.cat;;;0
17010062;Escola Ciutat Jardí;c. Crist Rei, 5;977755418;b7010062@xtec.cat;;;0
17010074;Llar d'infants Ramon Blanch i Verdú;ctra. Torregrossa km. 1,9;977343550;b7010074@xtec.cat;;;0
17010086;Escola Països Catalans;c. Canalejas, 19;977312740;b7010086@xtec.cat;;;0
17010098;Llar d'infants de Sanaüja;pl. Pere Sarret, s/n;977315720;b7010098@xtec.cat;;;0
17010104;Escola Les Savines;c. Tossal, s/n;977326273;b7010104@xtec.cat;;;0
17010128;Escola El Vinyet;Cami el Poble, s/n;977754606;b7010128@xtec.cat;;;0
17010131;Escola Mestre Ramon Estadella i Torradeflot;ctra. 26, Km 116,5;977330832;b7010131@xtec.cat;;;0
17010141;Llar d'infants de Castellserà;c. de l'Esglèsia, s/n;977755703;b7010141@xtec.cat;;;0
17010153;EFTE Catalana de la Caparrella;av. Lleida, s/n;977343487;b7010153@xtec.cat;;;0
17010189;Llar d'infants de Vila-sana;pl. de la Generalitat, s/n;977756931;b7010189@xtec.cat;;;0
17010207;Institut La Valira;Ajuntament;977313395;b7010207@xtec.cat;;;0
17010219;Escola Bressol Municipal de Llívia;pl. del Roser, 1;977756047;b7010219@xtec.cat;;;0
17010220;Escola Bressol La Tenalla;c. Josep Roca, 12;977310953;b7010220@xtec.cat;;;0
17010232;Esc. de Música Municipal de la Seu d'Urgell;c. Sant Climenç;977416155;b7010232@xtec.cat;;;0
17010244;Llar d'infants Carrassumada;c. de les Escoles, 7;977850414;b7010244@xtec.cat;;;0
17010268;Llar d'infants Els Tabolets;c. de la Industria, s/n;977809924;b7010268@xtec.cat;;;0
17010271;Llar d'infants de Sant Ramon;c. Pompeu Fabra, 16;977501139;b7010271@xtec.cat;;;0
17010281;Llar d'infants de Puigverd de Lleida;c. Aragó, 23;977740015;b7010281@xtec.cat;;;0
17010293;Esc. de Música Municipal d'Alguaire;pl. Catalunya;977740162;b7010293@xtec.cat;;;0
17010311;Escola Pia del Pont de Suert;c. 1 d'octubre, s/n;977718029;b7010311@xtec.cat;;;0
17010347;Llar d'infants d'Oliana;c. del Puig, s/n;977880533;b7010347@xtec.cat;;;0
17010360;Escola La Mitjana;c. Lleida, 1;977880222;b7010360@xtec.cat;;;0
17010372;Llar d'infants d'Os;av. del Riu, 1;977890108;b7010372@xtec.cat;;;0
17010384;LLI privada La Tribu;pl. Badia, s/n;977611421;b7010384@xtec.cat;;;0
17010396;Centre Tècnic Ilerdense;c. Freixinet;977844232;b7010396@xtec.cat;;;0
17010402;Esc. de Música Arts Musicals;av. Ponent, 12;977844062;b7010402@xtec.cat;;;0
17010414;Llar d'infants Bambarol;pg. de Ronda, s/n;977892361;b7010414@xtec.cat;;;0
17010426;Llar d'infants de Montferrer;pl. de la Segarra, s/n;977546289;b7010426@xtec.cat;;;0
17010438;Esc. de Música de l'Orfeó Lleidatà;av. Santuari;977542807;b7010438@xtec.cat;;;0
17010441;Llar d'infants Lo Carrilet;c. Zona Esportiva, s/n;977545627;b7010441@xtec.cat;;;0
17010451;Llar d'infants de Fondarella;c. les Escoles, s/n;977520970;b7010451@xtec.cat;;;0
17010475;LLI privada Blanquerna;c. d'Albert Vives, 12;977228876;b7010475@xtec.cat;;;0
17010499;Escola Bressol Les Arreletes;c. La Salle, 27-51;977201227;b7010499@xtec.cat;;;0
17010505;Esc. de Música Itinerant del Pallars Sobirà;c. Dr. Iglesias Navarri, 27;977240223;b7010505@xtec.cat;;;0
17010529;Llar d'infants de Ribera de l'Urgellet;av. Cardenal Tarancón, 20;977214288;b7010529@xtec.cat;;;0
17010542;Llar d'infants de Bell-lloc d'Urgell;c. Sant Isidre, 1;977232519;b7010542@xtec.cat;;;0
17010554;Llar d'infants L'Abella;av. Seminari, s/n;977220105;b7010554@xtec.cat;;;0
17010578;Llar d'infants de Vilanova de Segrià;av. Cardenal Tarancón, s/n;977212752;b7010578@xtec.cat;;;0
17010581;Llar d'infants El Pi;Finca s. Just,ctra.Manresa-Solsona,km 77;977216151;b7010581@xtec.cat;;;0
17010591;Escola Bressol Municipal Albarés;c. Santiago Miret, s/n;977218600;b7010591@xtec.cat;;;0
17010611;Llar d'infants El Jardí de la Mainada;c. Mare de Déu del Roser;977217979;b7010611@xtec.cat;;;0
17010621;Llar d'infants Els Piteuets;c. Ramon y Cajal, 8;977248800;b7010621@xtec.cat;;;0
17010682;Esc. de Música Municipal de Rosselló;pl. Pare Carles Perelló, 1;977224314;b7010682@xtec.cat;;;0
17010694;Esc. de Música Municipal Julià Carbonell;c. Mare Vedruna, s/n;977211758;b7010694@xtec.cat;;;0
17010700;Llar d'infants La Nova Baldufa;av. Tarragona, 2;977216316;b7010700@xtec.cat;;;0
17010736;Llar d'infants Patim Patam;c. Simó Canet, s/n;977240214;b7010736@xtec.cat;;;0
17010751;Llar d'infants Els Minairons;pl. Centenari, s/n;977241384;b7010751@xtec.cat;;;0
17010761;CFA del Pont de Suert;c. Gabriel de Tàrrega, s/n;977217711;b7010761@xtec.cat;;;0
17010773;Esc. de Música d'Alpicat;Zona Escolar;977290613;b7010773@xtec.cat;;;0
17010785;Esc. de Música Municipal de Benavent de Segrià;pl. de la Vall, 7;977230751;b7010785@xtec.cat;;;0
17010797;Llar d'infants Deu pometes;pl. de la Vila, s/n;977239922;b7010797@xtec.cat;;;0
17010803;Institut d'Alpicat;av. Europa, 92;977237927;b7010803@xtec.cat;;;0
17010815;Institut Joan Solà;c. Dr. Fleming, s/n;977543408;b7010815@xtec.cat;;;0
17010827;Escola Bressol Sant Jaume;c. Canal, 20;977454654;b7010827@xtec.cat;;;0
17010839;Esc. de Música d'Artesa de Lleida;pl. del Dr. Serés, s/n;977543209;b7010839@xtec.cat;;;0
17010840;Aula de Música Municipal de Vilanova de Segrià;c. Tarragona, 37;977496067;b7010840@xtec.cat;;;0
17010852;Esc. de Música de Torrefarrera;c. Hospital, 16-18;977417400;b7010852@xtec.cat;;;0
17010864;Escola Torrelameu - ZER Argelaga;ctra. C-13, km 83;977418128;b7010864@xtec.cat;;;0
17010876;Escola Bressol Municipal Raimat;pl. Sant Miquel, 4;977640836;b7010876@xtec.cat;;;0
17010888;Escola Bressol Municipal Ronda;pl. Jardí;977500817;b7010888@xtec.cat;;;0
17010891;Institut La Mitjana;c. Pas d'Arro, 35;977596538;b7010891@xtec.cat;;;0
17010906;Llar d'infants de Linyola;c. Ramon Perelló, 1;977470301;b7010906@xtec.cat;;;0
17010921;Esc. de Música Municipal de Puigverd de Lleida;c. Pare Pacífic, 16;977597010;b7010921@xtec.cat;;;0
17010931;Aula de Música Municipal d'Oliana;c. Raval;977480297;b7010931@xtec.cat;;;0
17010943;Llar d'infants de Ponts;av. de Catalunya, s/n;977450301;b7010943@xtec.cat;;;0
17010955;Cent.Prof.Mús. L'Intèrpret;c. Ponent, s/n;977452010;b7010955@xtec.cat;;;0
17010979;Llar d'infants La Portella;ctra. de Lleida, s/n;977489593;b7010979@xtec.cat;;;0
17010980;Escola Bressol Pas a Pas;c. de la Sisquella, 4;977470484;b7010980@xtec.cat;;;0
17010992;Llar d'infants El Jardí;c. Bassa, s/n;977468402;b7010992@xtec.cat;;;0
17011042;Escola Bressol Municipal;c. Petronel·la, 1;977441566;b7011042@xtec.cat;;;0
17011054;Llar d'infants del Soleràs;c. Mestre Tonet, s/n;977503299;b7011054@xtec.cat;;;0
17011066;Llar d'infants de Llardecans;Partida la Caparrella, 97;977442158;b7011066@xtec.cat;;;0
17011081;Llar d'infants d'Isona i Conca Dellà;c. de Pius XII, 4;977440326;b7011081@xtec.cat;;;0
17011091;Escola Bressol de Bellpuig;c. Pi i Margall, 49;977440444;b7011091@xtec.cat;;;0
17011108;Escola Bressol Municipal La Mitjana;c. Francesc  Ribalta, s/n;977440888;b7011108@xtec.cat;;;0
17011111;Llar d'infants El Rei Petit;Partida Caparrella, 97;977501310;b7011111@xtec.cat;;;0
25000031;Llar d'infants del Pont de Suert;c. Bisbe Benlloch, 7;977500949;c5000031@xtec.cat;;;0
25000067;Llar d'infants de l'Espluga Calba;ctra. de Torregrossa, s/n;977720066;c5000067@xtec.cat;;;0
25000080;Les Astes;ctra. de Torregrosa, 5;977561680;c5000080@xtec.cat;;;0
25000110;Escola Josep Mañé i Gavaldà - ZER Ponent;Finca Les Colomines (Bellestar);977637215;c5000110@xtec.cat;;;0
25000122;Llar d'infants de la Vall de Boí;c. Ignasi Bastus, 16 (La Bordeta);977606859;c5000122@xtec.cat;;;0
25000146;Institut Castell dels Templers;c. President Macià, s/n;977608429;c5000146@xtec.cat;;;0
25000158;Escola Bressol Mairau de Les;c. Sabadell, 13;977600044;c5000158@xtec.cat;;;0
25000161;El Pla;ctra. d'Osca, 101;977601172;c5000161@xtec.cat;;;0
25000171;Escola de Dansa de Solsona;parc públic el Reial;977600421;c5000171@xtec.cat;;;0
25000183;Les Heures;c. de la Doctora Castells, s/n;977600452;c5000183@xtec.cat;;;0
25000195;Esc. de Música C.M. d'Alcarràs, de Torres de Segre i d'Aitona;pl. La Font, 1;977601094;c5000195@xtec.cat;;;0
25000225;General d'Estudis;c. de Pi i Margall/pl. Jacint Verdaguer,;977600938;c5000225@xtec.cat;;;0
25000250;Francesc Xavier;av. de la Generalitat, 5;977605405;c5000250@xtec.cat;;;0
25000274;Escola de Salàs de Pallars - ZER Pallars Jussà;c. La Palma, 12;977823190;c5000274@xtec.cat;;;0
25000286;Escola d'Art Aula Municipal de Teatre;c. Jacint Verdaguer, 3;977824014;c5000286@xtec.cat;;;0
25000316;Dalcroze, Centre d'estudis musicals;pl. Catalunya, 2;977660860;c5000316@xtec.cat;;;0
25000341;Institut Escola Torre Queralt;c. Miracle, 23;977660173;c5000341@xtec.cat;;;0
25000468;Esc. de Música de l'Alta Ribagorça;c. dels Banys, s/n;977667082;c5000468@xtec.cat;;;0
25000481;Mifra;c. Salvador Espriu, 2;877056921;c5000481@xtec.cat;;;0
25000511;Institut Salt del Duran;c. Espadós, 75;977661358;c5000511@xtec.cat;;;0
25000535;A. Hospitalària Hospital de dia Sant Joan de Déu Terres de Lleida;Ctra. de Betren, s/n;977840353;c5000535@xtec.cat;;;0
25000559;Institut Escola Magraners;Barri Aragó, s/n;977837670;c5000559@xtec.cat;;;0
25000560;Llar d'infants municipal de Corbins;c. Corregidor Escofet, 53;977638038;c5000560@xtec.cat;;;0
25000584;Institut Escola Vall de Lord;Partida Bovà, 14;977382302;c5000584@xtec.cat;;;0
25000602;Institut Centre d'Esports de Muntanya del Pallars;Partida de Montcada, 22;977383851;c5000602@xtec.cat;;;0
25000626;Institut Escola d'Oliana;c. Bisbe Iglesias, 5;977390616;c5000626@xtec.cat;;;0
25000638;Escola Bressol El Triangle;c. Joaquim Sostres, s/n;977391921;c5000638@xtec.cat;;;0
25000675;Escola Minerva;c. Segovia, s/n;977876021;c5000675@xtec.cat;;;0
25000699;Dancescape Studios;c. Juneda, 16;977878244;c5000699@xtec.cat;;;0
25000717;Institut Nou Alcarràs;c. Ensenyament, 17;977405574;c5000717@xtec.cat;;;0
25000730;Escola Joan Baptista Serra;pl. Doctor Perelló, 4;977768480;c5000730@xtec.cat;;;0
25000778;Escola Mare de Déu del Remei;c. Jeroni Pujades, 16;977670743;c5000778@xtec.cat;;;0
25000781;Escola Teresa Salvat i Llauradó - ZER Baix Camp Nord;ctra. de Corbins, Km. 6;977648259;c5000781@xtec.cat;;;0
25000811;Escola Josep Fusté;c. Dr. Josep Trueta, s/n;977655539;c5000811@xtec.cat;;;0
25000821;Escola La Barquera - ZER Atzavara;pl. Pla d'Urgell, 1;977234316;c5000821@xtec.cat;;;0
25000833;Escola La Portalada;av. Pompeu Fabra, 59;977547807;c5000833@xtec.cat;;;0
25000845;Escola Miquel Granell;av. d'Urgell, 34;977597220;c5000845@xtec.cat;;;0
25000857;Escola agrària d'Amposta;Partida Caparrella, s/n;977460151;c5000857@xtec.cat;;;0
25000869;Escola La Miranda - ZER Ports-Algars;av. Torre Vicens, 3;977180003;c5000869@xtec.cat;;;0
25000951;Escola Valldemur - ZER Conca de Barberà;c. Juneda,2;977473681;c5000951@xtec.cat;;;0
25000961;Escola El Sarraí - ZER Baix Priorat;c. Esports, s/n;977455062;c5000961@xtec.cat;;;0
25000985;Escola Llorenç Vallespí i Vidiella - ZER Riu i Serra;c. Henri Dunant, 3;977762020;c5000985@xtec.cat;;;0
25001001;Escola Antoni Nat - ZER Benissanet-Miravet;ctra. de Tarragona, s/n;977819243;c5001001@xtec.cat;;;0
25001011;Escola Ull del Vent;c. Sant Lluís, 50, baixos;977855802;c5001011@xtec.cat;;;0
25001023;Escola de Blancafort - ZER Poblet;c. Capdevila, 29-35;977800597;c5001023@xtec.cat;;;0
25001059;Escola L'Estel - ZER Els Ceps;av. Espanya, 7;977834417;c5001059@xtec.cat;;;0
25001084;Escola Rocabruna;c. dels Asgous, 22;977572700;c5001084@xtec.cat;;;0
25001096;Escola Sant Blai - ZER Terra Alta-Centre;av. Maladeta, 1;977719368;c5001096@xtec.cat;;;0
25001126;Escola Mare de Déu de la Candela;c. Balmes, s/n (c.Nebrija/c.Pitàgores);977402028;c5001126@xtec.cat;;;0
25001138;Escola Sant Jaume de Bràfim - ZER Atzavara;c. Ramón y Cajal, 27;977738054;c5001138@xtec.cat;;;0
25001141;Escola El Castell - ZER Montsant;pl. del Castell, s/n;977628347;c5001141@xtec.cat;;;0
25001151;Escola de Cabra del Camp - ZER La Parellada;c. Bonaire, 33;977407400;c5001151@xtec.cat;;;0
25001175;Escola Santa Creu de Calafell;c. Berenguer IV, s/n;977825472;c5001175@xtec.cat;;;0
25001199;Cardenal Vidal i Barraquer;c. Til·ler, 1;977655390;c5001199@xtec.cat;;;0
25001229;Escola Sant Isidre - ZER Les Vinyes;c. Enginyer Cellers, 2;977819074;c5001229@xtec.cat;;;0
25001242;Escola La Gessera - ZER Ports-Algars;c. Vila-rodona, 2;977840851;c5001242@xtec.cat;;;0
25001254;Escola Maria Jesús Ortí i Abella;c. Roca Labrador, 2;977638065;c5001254@xtec.cat;;;0
25001266;Escola Mossèn Ramon Bergadà;c. Hostal de la Bordeta, 68;977828227;c5001266@xtec.cat;;;0
25001278;Escola agrària Mas Bové;c. Santa Cecília, 9;977868011;c5001278@xtec.cat;;;0
25001281;Escola Doctor Ferran - ZER Terra Alta-Centre;c. Bou, 1;977566033;c5001281@xtec.cat;;;0
